,M
99699,8058
99700,7464
99701,6823
99702,6266
99703,5627
99704,5286
99705,5097
99706,4712
99707,4682
99708,4437
99709,4387
99710,4357
99711,4149
99712,4319
99713,4416
99714,4051
99715,3263
99716,2702
99717,2492
99718,2654
99719,2576
99720,1947
99721,1286
99722,895
99723,836
99724,876
99725,500
99726,51
99727,-15
99728,51
99729,334
99730,465
99731,346
99732,172
99733,89
99734,480
99735,1304
99736,1957
99737,1909
99738,1094
99739,344
99740,172
99741,585
99742,693
99743,303
99744,20
99745,-302
99746,-401
99747,-694
99748,-543
99749,-226
99750,-271
99751,-646
99752,-1328
99753,-1181
99754,-869
99755,-673
99756,-1189
99757,-2116
99758,-2290
99759,-1661
99760,-953
99761,-643
99762,-898
99763,-1314
99764,-1593
99765,-1713
99766,-1611
99767,-1464
99768,-1285
99769,-1250
99770,-1120
99771,-934
99772,-901
99773,-1126
99774,-1624
99775,-2032
99776,-2032
99777,-1818
99778,-1792
99779,-1850
99780,-1980
99781,-2274
99782,-2357
99783,-2221
99784,-1825
99785,-1399
99786,-1293
99787,-1525
99788,-1660
99789,-1485
99790,-1365
99791,-1475
99792,-2067
99793,-2685
99794,-3072
99795,-3062
99796,-2847
99797,-2702
99798,-2693
99799,-2905
99800,-3125
99801,-3048
99802,-3009
99803,-2849
99804,-2904
99805,-3343
99806,-3550
99807,-3605
99808,-3176
99809,-2882
99810,-3112
99811,-3602
99812,-3846
99813,-4106
99814,-4197
99815,-4450
99816,-4684
99817,-4295
99818,-4015
99819,-3703
99820,-3588
99821,-3463
99822,-3161
99823,-2949
99824,-3094
99825,-3179
99826,-3226
99827,-3337
99828,-3467
99829,-3959
99830,-4433
99831,-4801
99832,-5036
99833,-5536
99834,-5566
99835,-5319
99836,-5175
99837,-4914
99838,-4961
99839,-4725
99840,-4249
99841,-3740
99842,-3569
99843,-3860
99844,-3652
99845,-3714
99846,-3848
99847,-3921
99848,-4416
99849,-4067
99850,-3933
99851,-3838
99852,-3559
99853,-3689
99854,-3292
99855,-2922
99856,-2756
99857,-2782
99858,-2768
99859,-2420
99860,-2017
99861,-1480
99862,-1165
99863,-926
99864,-558
99865,-500
99866,-138
99867,379
99868,709
99869,850
99870,699
99871,345
99872,276
99873,532
99874,710
99875,1194
99876,1717
99877,2281
99878,2791
99879,2952
99880,3080
99881,3000
99882,2807
99883,2658
99884,2461
99885,2442
99886,2479
99887,2594
99888,2927
99889,3788
99890,4782
99891,5490
99892,5964
99893,6078
99894,6430
99895,6985
99896,7136
99897,7610
99898,7785
99899,7631
99900,7377
99901,6681
99902,6634
99903,7009
99904,7622
99905,8170
99906,8258
99907,8385
99908,8581
99909,8703
99910,8681
99911,8523
99912,8468
99913,8445
99914,8145
99915,7805
99916,7439
99917,6930
99918,6313
99919,5479
99920,4597
99921,4161
99922,3962
99923,3720
99924,3315
99925,2812
99926,2505
99927,2434
99928,2137
99929,1841
99930,1812
99931,1869
99932,1812
99933,1365
99934,885
99935,416
99936,-160
99937,-790
99938,-1209
99939,-1381
99940,-1304
99941,-1384
99942,-1733
99943,-1941
99944,-1861
99945,-1765
99946,-1796
99947,-1919
99948,-2190
99949,-2186
99950,-2062
99951,-1997
99952,-1930
99953,-2234
99954,-2678
99955,-2906
99956,-3162
99957,-3208
99958,-3028
99959,-3102
99960,-3105
99961,-2951
99962,-3038
99963,-2873
99964,-2540
99965,-2472
99966,-2176
99967,-2108
99968,-2021
99969,-1668
99970,-1737
99971,-2022
99972,-2121
99973,-2322
99974,-2537
99975,-3034
99976,-3454
99977,-3461
99978,-2929
99979,-2220
99980,-1926
99981,-1728
99982,-1624
99983,-1323
99984,-1286
99985,-1384
99986,-1180
99987,-922
99988,-875
99989,-1130
99990,-1630
99991,-1911
99992,-1868
99993,-1803
99994,-1731
99995,-1325
99996,-577
99997,-127
99998,45
99999,-9
100000,-107
100001,-111
100002,-350
100003,-715
100004,-1019
100005,-1030
100006,-677
100007,-398
100008,-35
100009,46
100010,-8
100011,-40
100012,25
100013,282
100014,587
100015,524
100016,268
100017,-87
100018,-534
100019,-847
100020,-1364
100021,-1565
100022,-1569
100023,-1651
100024,-1821
100025,-2104
100026,-2492
100027,-2570
100028,-2501
100029,-2617
100030,-2875
100031,-2992
100032,-3064
100033,-2946
100034,-3114
100035,-3389
100036,-3648
100037,-3838
100038,-3820
100039,-3675
100040,-3551
100041,-3450
100042,-3136
100043,-2881
100044,-2840
100045,-3047
100046,-3290
100047,-3743
100048,-4148
100049,-4060
100050,-3888
100051,-3803
100052,-4469
100053,-5240
100054,-5346
100055,-5022
100056,-4668
100057,-4642
100058,-4326
100059,-3863
100060,-3245
100061,-3033
100062,-3370
100063,-3684
100064,-3651
100065,-3669
100066,-3614
100067,-3789
100068,-3799
100069,-3641
100070,-3974
100071,-4165
100072,-4512
100073,-4051
100074,-3335
100075,-2986
100076,-2971
100077,-2817
100078,-1682
100079,-929
100080,-764
100081,-855
100082,-1322
100083,-1387
100084,-1284
100085,-963
100086,-314
100087,-55
100088,411
100089,671
100090,1460
100091,2701
100092,3680
100093,4194
100094,3887
100095,3719
100096,3842
100097,3914
100098,3683
100099,3214
100100,2896
100101,2568
100102,2730
100103,3209
100104,3717
100105,4464
100106,4661
100107,4986
100108,5577
100109,6072
100110,6368
100111,6127
100112,5739
100113,5662
100114,5982
100115,6447
100116,6763
100117,6780
100118,6636
100119,6478
100120,6748
100121,7303
100122,7833
100123,7720
100124,7264
100125,6728
100126,6491
100127,7098
100128,7537
100129,7671
100130,7341
100131,7056
100132,7166
100133,7400
100134,7347
100135,6731
100136,6162
100137,5795
100138,5563
100139,5651
100140,5336
100141,4959
100142,4693
100143,4244
100144,3993
100145,4084
100146,4185
100147,3808
100148,3164
100149,2406
100150,1979
100151,1852
100152,1319
100153,637
100154,41
100155,-294
100156,-231
100157,-249
100158,-386
100159,-566
100160,-581
100161,-497
100162,-318
100163,-483
100164,-726
100165,-856
100166,-745
100167,-540
100168,-506
100169,-399
100170,-621
100171,-727
100172,-796
100173,-1039
100174,-1051
100175,-1181
100176,-1367
100177,-1613
100178,-1782
100179,-1194
100180,-333
100181,-29
100182,-223
100183,-666
100184,-777
100185,-386
100186,-66
100187,99
100188,-320
100189,-1212
100190,-1728
100191,-1984
100192,-1800
100193,-1529
100194,-1567
100195,-1656
100196,-1768
100197,-1670
100198,-1294
100199,-1311
100200,-1265
100201,-1204
100202,-1570
100203,-1567
100204,-1805
100205,-1923
100206,-1815
100207,-1865
100208,-1830
100209,-1603
100210,-1457
100211,-1317
100212,-1263
100213,-1515
100214,-1222
100215,-1033
100216,-875
100217,-932
100218,-1243
100219,-1471
100220,-1611
100221,-1465
100222,-1510
100223,-1534
100224,-1875
100225,-2209
100226,-1935
100227,-1407
100228,-931
100229,-1044
100230,-1871
100231,-2537
100232,-2833
100233,-2870
100234,-2876
100235,-3235
100236,-3895
100237,-4273
100238,-4411
100239,-4001
100240,-3609
100241,-3469
100242,-3384
100243,-3446
100244,-3576
100245,-3561
100246,-3450
100247,-3528
100248,-3750
100249,-3926
100250,-3925
100251,-3841
100252,-3758
100253,-3792
100254,-3431
100255,-3194
100256,-2886
100257,-2555
100258,-2467
100259,-2378
100260,-2337
100261,-2287
100262,-2279
100263,-2542
100264,-2460
100265,-2298
100266,-2418
100267,-2417
100268,-2860
100269,-2934
100270,-3293
100271,-3652
100272,-3629
100273,-3979
100274,-4002
100275,-4048
100276,-4136
100277,-3972
100278,-3778
100279,-3857
100280,-4283
100281,-4702
100282,-4413
100283,-4208
100284,-4162
100285,-4245
100286,-4492
100287,-4227
100288,-4380
100289,-4643
100290,-4409
100291,-4158
100292,-3434
100293,-3277
100294,-3183
100295,-2648
100296,-2142
100297,-1856
100298,-2113
100299,-2424
100300,-2372
100301,-2154
100302,-1966
100303,-1987
100304,-2282
100305,-1867
100306,-1818
100307,-1452
100308,-1196
100309,-799
100310,69
100311,266
100312,659
100313,709
100314,950
100315,1374
100316,1300
100317,1126
100318,1072
100319,1546
100320,2476
100321,3227
100322,3765
100323,3995
100324,4293
100325,4923
100326,5528
100327,5944
100328,5997
100329,5999
100330,6008
100331,6012
100332,5908
100333,6076
100334,6446
100335,6749
100336,6796
100337,6902
100338,7096
100339,7229
100340,7267
100341,6842
100342,6338
100343,6282
100344,6531
100345,6674
100346,6312
100347,5991
100348,6065
100349,6249
100350,6743
100351,6341
100352,6029
100353,5602
100354,4993
100355,4793
100356,4398
100357,4187
100358,3861
100359,3664
100360,3690
100361,3885
100362,4101
100363,4308
100364,4682
100365,4984
100366,4785
100367,4202
100368,3535
100369,2921
100370,2632
100371,1903
100372,1363
100373,1111
100374,607
100375,631
100376,416
100377,599
100378,1018
100379,1302
100380,1332
100381,1060
100382,943
100383,923
100384,994
100385,925
100386,520
100387,81
100388,-300
100389,-654
100390,-633
100391,-489
100392,-279
100393,40
100394,11
100395,-138
100396,-226
100397,-148
100398,-204
100399,-555
100400,-956
100401,-1343
100402,-1472
100403,-1716
100404,-1861
100405,-2081
100406,-2152
100407,-2098
100408,-2007
100409,-1580
100410,-1455
100411,-1324
100412,-1036
100413,-1084
100414,-863
100415,-643
100416,-821
100417,-1141
100418,-1595
100419,-1744
100420,-1377
100421,-1002
100422,-1082
100423,-1365
100424,-1474
100425,-1643
100426,-1588
100427,-1510
100428,-1321
100429,-1183
100430,-1451
100431,-1589
100432,-1229
100433,-443
100434,-94
100435,20
100436,-98
100437,-56
100438,358
100439,500
100440,202
100441,-326
100442,-613
100443,-591
100444,-762
100445,-1108
100446,-1237
100447,-1254
100448,-851
100449,-373
100450,-249
100451,-15
100452,165
100453,230
100454,328
100455,156
100456,171
100457,96
100458,-333
100459,-881
100460,-1285
100461,-1199
100462,-1149
100463,-1233
100464,-1552
100465,-1904
100466,-2001
100467,-1845
100468,-1560
100469,-1561
100470,-1917
100471,-2354
100472,-2617
100473,-2526
100474,-2211
100475,-1763
100476,-1693
100477,-1716
100478,-1645
100479,-1811
100480,-1821
100481,-1894
100482,-2045
100483,-2192
100484,-2200
100485,-2314
100486,-2376
100487,-2403
100488,-2744
100489,-2853
100490,-3089
100491,-2810
100492,-2694
100493,-2936
100494,-2992
100495,-3434
100496,-3798
100497,-3944
100498,-4376
100499,-4650
100500,-5016
100501,-5348
100502,-4884
100503,-4637
100504,-4293
100505,-4069
100506,-3902
100507,-3670
100508,-3373
100509,-3229
100510,-2908
100511,-2757
100512,-2940
100513,-3080
100514,-3322
100515,-3284
100516,-3396
100517,-3827
100518,-4156
100519,-4110
100520,-3630
100521,-3229
100522,-3139
100523,-3127
100524,-3174
100525,-2346
100526,-1469
100527,-645
100528,-65
100529,-225
100530,-440
100531,-470
100532,55
100533,624
100534,876
100535,877
100536,831
100537,1373
100538,2163
100539,2929
100540,3556
100541,4033
100542,4480
100543,4989
100544,5589
100545,5992
100546,6274
100547,6269
100548,6172
100549,5961
100550,5745
100551,5427
100552,5236
100553,5259
100554,4983
100555,4829
100556,4748
100557,4555
100558,4605
100559,4516
100560,4752
100561,5119
100562,5165
100563,5153
100564,5189
100565,5470
100566,5517
100567,5415
100568,5346
100569,5092
100570,4894
100571,4478
100572,3973
100573,3995
100574,4180
100575,4352
100576,4242
100577,3942
100578,3662
100579,3713
100580,4040
100581,3910
100582,3637
100583,3408
100584,3165
100585,2811
100586,2345
100587,1820
100588,1437
100589,1209
100590,1155
100591,1214
100592,1069
100593,932
100594,455
100595,192
100596,-49
100597,-18
100598,-100
100599,-741
100600,-1215
100601,-1408
100602,-1137
100603,-1136
100604,-1477
100605,-2164
100606,-2477
100607,-2395
100608,-2140
100609,-1938
100610,-2089
100611,-2255
100612,-2398
100613,-2197
100614,-2127
100615,-2143
100616,-1775
100617,-1645
100618,-1747
100619,-1938
100620,-1965
100621,-1989
100622,-2349
100623,-2649
100624,-3020
100625,-2740
100626,-2329
100627,-2548
100628,-3120
100629,-3495
100630,-3053
100631,-2136
100632,-1552
100633,-1605
100634,-1888
100635,-2072
100636,-1873
100637,-1489
100638,-1137
100639,-790
100640,-856
100641,-1173
100642,-1616
100643,-1498
100644,-1164
100645,-1107
100646,-1366
100647,-1908
100648,-1832
100649,-1483
100650,-1065
100651,-739
100652,-590
100653,-679
100654,-742
100655,-859
100656,-787
100657,-355
100658,-364
100659,-644
100660,-1100
100661,-1126
100662,-706
100663,-18
100664,49
100665,-56
100666,-157
100667,-437
100668,-256
100669,-365
100670,-572
100671,-899
100672,-1102
100673,-1098
100674,-1206
100675,-1232
100676,-1542
100677,-1659
100678,-1515
100679,-1287
100680,-860
100681,-490
100682,-378
100683,-273
100684,-11
100685,250
100686,649
100687,488
100688,150
100689,-162
100690,-578
100691,-509
100692,-470
100693,-354
100694,-449
100695,-1252
100696,-1931
100697,-2247
100698,-2041
100699,-1589
100700,-1316
100701,-1409
100702,-1686
100703,-1594
100704,-1332
100705,-1284
100706,-1199
100707,-1134
100708,-1038
100709,-1211
100710,-1534
100711,-1739
100712,-1835
100713,-1980
100714,-2473
100715,-3050
100716,-3202
100717,-2938
100718,-2807
100719,-2943
100720,-3455
100721,-3330
100722,-3353
100723,-3109
100724,-2949
100725,-2924
100726,-2499
100727,-2525
100728,-2400
100729,-2019
100730,-1656
100731,-1589
100732,-1710
100733,-2141
100734,-1736
100735,-1478
100736,-815
100737,-593
100738,-719
100739,-518
100740,-419
100741,195
100742,829
100743,1187
100744,1216
100745,980
100746,1088
100747,1507
100748,1850
100749,1826
100750,1291
100751,1128
100752,1256
100753,1750
100754,2255
100755,2858
100756,3251
100757,3783
100758,4248
100759,4906
100760,5971
100761,6366
100762,6285
100763,5859
100764,5542
100765,5678
100766,5766
100767,5684
100768,5190
100769,4750
100770,4607
100771,4695
100772,5122
100773,5198
100774,5142
100775,5189
100776,5274
100777,5826
100778,6065
100779,6162
100780,6136
100781,5821
100782,5558
100783,5243
100784,5052
100785,4762
100786,4263
100787,3737
100788,3063
100789,2774
100790,2800
100791,2589
100792,2370
100793,1710
100794,1321
100795,1125
100796,1415
100797,1524
100798,1534
100799,1624
100800,1434
100801,1420
100802,1524
100803,1517
100804,1543
100805,1154
100806,718
100807,794
100808,696
100809,426
100810,-191
100811,-254
100812,-158
100813,232
100814,511
100815,333
100816,636
100817,869
100818,792
100819,607
100820,-26
100821,-318
100822,-646
100823,-1274
100824,-1790
100825,-2236
100826,-2044
100827,-2243
100828,-2566
100829,-2799
100830,-2669
100831,-2395
100832,-2143
100833,-2126
100834,-2267
100835,-2443
100836,-2678
100837,-2430
100838,-2445
100839,-2146
100840,-2372
100841,-2684
100842,-2816
100843,-2927
100844,-2784
100845,-2695
100846,-2568
100847,-2902
100848,-3269
100849,-3532
100850,-3318
100851,-2564
100852,-2145
100853,-1748
100854,-1532
100855,-1379
100856,-717
100857,-439
100858,-235
100859,-539
100860,-941
100861,-1194
100862,-1464
100863,-1233
100864,-1171
100865,-1450
100866,-1536
100867,-1629
100868,-1199
100869,-595
100870,-306
100871,-135
100872,-298
100873,-113
100874,28
100875,-328
100876,-1061
100877,-1741
100878,-1909
100879,-1537
100880,-1494
100881,-1620
100882,-1476
100883,-1323
100884,-1144
100885,-1208
100886,-1351
100887,-1481
100888,-1714
100889,-1770
100890,-1892
100891,-1856
100892,-1406
100893,-1353
100894,-1344
100895,-1737
100896,-1885
100897,-1387
100898,-1216
100899,-1039
100900,-1169
100901,-1516
100902,-1832
100903,-1965
100904,-1894
100905,-1868
100906,-1826
100907,-1581
100908,-1498
100909,-1201
100910,-924
100911,-746
100912,-871
100913,-1427
100914,-1855
100915,-2488
100916,-2817
100917,-3083
100918,-3680
100919,-4146
100920,-4275
100921,-4101
100922,-3808
100923,-3596
100924,-3323
100925,-2710
100926,-2269
100927,-1946
100928,-1580
100929,-1633
100930,-1604
100931,-1511
100932,-1244
100933,-1121
100934,-1134
100935,-1041
100936,-1335
100937,-1548
100938,-1288
100939,-1013
100940,-658
100941,-1041
100942,-1193
100943,-860
100944,-587
100945,-319
100946,-387
100947,-507
100948,-678
100949,-887
100950,-954
100951,-794
100952,-679
100953,-489
100954,-847
100955,-780
100956,-297
100957,14
100958,132
100959,-411
100960,-506
100961,52
100962,710
100963,1408
100964,1309
100965,1101
100966,1188
100967,1338
100968,1997
100969,2193
100970,2633
100971,2763
100972,2694
100973,3420
100974,4168
100975,4742
100976,4820
100977,4646
100978,4776
100979,5559
100980,6449
100981,6885
100982,6788
100983,6284
100984,6084
100985,6041
100986,6253
100987,6612
100988,6366
100989,6116
100990,5664
100991,5466
100992,5655
100993,5812
100994,5609
100995,4918
100996,4531
100997,4543
100998,4709
100999,4623
101000,4008
101001,3364
101002,3138
101003,3031
101004,2851
101005,2513
101006,2074
101007,1949
101008,1899
101009,1730
101010,1693
101011,1244
101012,757
101013,360
101014,-136
101015,15
101016,313
101017,367
101018,51
101019,-487
101020,-712
101021,-261
101022,200
101023,326
101024,-214
101025,-690
101026,-460
101027,54
101028,600
101029,629
101030,453
101031,138
101032,-143
101033,-291
101034,-514
101035,-514
101036,-480
101037,-725
101038,-1208
101039,-1590
101040,-1425
101041,-1081
101042,-943
101043,-1282
101044,-1646
101045,-1755
101046,-1490
101047,-1300
101048,-1360
101049,-1396
101050,-1651
101051,-1788
101052,-2105
101053,-2115
101054,-1729
101055,-1679
101056,-1901
101057,-2338
101058,-2594
101059,-2455
101060,-2463
101061,-2815
101062,-3016
101063,-3003
101064,-2771
101065,-2570
101066,-2714
101067,-2669
101068,-2212
101069,-1549
101070,-895
101071,-464
101072,-408
101073,-490
101074,-708
101075,-929
101076,-1230
101077,-901
101078,-463
101079,-193
101080,-219
101081,-625
101082,-618
101083,-71
101084,650
101085,1208
101086,1222
101087,1022
101088,1165
101089,1395
101090,1818
101091,1965
101092,1625
101093,1163
101094,1097
101095,1373
101096,1892
101097,1998
101098,1466
101099,969
101100,787
101101,671
101102,606
101103,276
101104,-406
101105,-788
101106,-1197
101107,-1239
101108,-983
101109,-854
101110,-986
101111,-1431
101112,-1556
101113,-1334
101114,-836
101115,-861
101116,-1243
101117,-1655
101118,-1829
101119,-1815
101120,-1469
101121,-1180
101122,-1303
101123,-1385
101124,-1849
101125,-1909
101126,-1459
101127,-1058
101128,-1111
101129,-1689
101130,-2416
101131,-2682
101132,-2658
101133,-2963
101134,-3785
101135,-4523
101136,-5000
101137,-5395
101138,-5180
101139,-4938
101140,-4539
101141,-4153
101142,-4261
101143,-4229
101144,-3683
101145,-3446
101146,-3283
101147,-3093
101148,-3470
101149,-3439
101150,-3574
101151,-3487
101152,-3587
101153,-4038
101154,-4232
101155,-4453
101156,-4021
101157,-3786
101158,-3703
101159,-3457
101160,-2877
101161,-2021
101162,-1322
101163,-1070
101164,-1042
101165,-1132
101166,-1323
101167,-1118
101168,-1030
101169,-956
101170,-1236
101171,-1907
101172,-2030
101173,-2125
101174,-1960
101175,-1616
101176,-1332
101177,-815
101178,-802
101179,-499
101180,293
101181,1007
101182,1715
101183,1547
101184,1255
101185,1615
101186,2050
101187,3045
101188,3619
101189,3507
101190,3536
101191,3247
101192,3334
101193,3902
101194,4174
101195,4351
101196,4189
101197,4200
101198,4978
101199,5812
101200,6367
101201,6259
101202,6120
101203,6225
101204,6742
101205,7055
101206,7074
101207,6795
101208,6309
101209,6075
101210,5951
101211,6282
101212,6299
101213,6109
101214,5644
101215,5070
101216,5042
101217,5080
101218,5159
101219,4793
101220,4183
101221,3887
101222,4001
101223,4313
101224,4239
101225,3651
101226,2894
101227,2441
101228,2363
101229,2434
101230,2348
101231,2244
101232,1805
101233,1450
101234,1359
101235,1551
101236,1721
101237,1763
101238,1390
101239,704
101240,125
101241,-131
101242,-217
101243,-368
101244,-993
101245,-1273
101246,-1276
101247,-1176
101248,-962
101249,-990
101250,-1060
101251,-1234
101252,-1255
101253,-1477
101254,-1490
101255,-1527
101256,-1656
101257,-1779
101258,-1937
101259,-1744
101260,-1495
101261,-1439
101262,-1636
101263,-1835
101264,-1929
101265,-2015
101266,-2064
101267,-2211
101268,-2295
101269,-2308
101270,-2400
101271,-2486
101272,-2385
101273,-2250
101274,-1799
101275,-1581
101276,-1443
101277,-1422
101278,-1678
101279,-2058
101280,-2702
101281,-2875
101282,-2613
101283,-2213
101284,-2117
101285,-2183
101286,-2242
101287,-2072
101288,-1845
101289,-1760
101290,-1897
101291,-2085
101292,-2112
101293,-1978
101294,-1525
101295,-1226
101296,-809
101297,-394
101298,-179
101299,69
101300,91
101301,294
101302,701
101303,753
101304,878
101305,792
101306,771
101307,835
101308,540
101309,412
101310,220
101311,459
101312,522
101313,616
101314,701
101315,879
101316,1133
101317,1141
101318,848
101319,374
101320,582
101321,866
101322,1141
101323,1053
101324,792
101325,885
101326,792
101327,380
101328,-255
101329,-934
101330,-750
101331,-391
101332,-167
101333,-126
101334,-257
101335,-124
101336,-315
101337,-654
101338,-910
101339,-1081
101340,-997
101341,-1175
101342,-1463
101343,-1358
101344,-1514
101345,-1485
101346,-1784
101347,-2292
101348,-2374
101349,-1943
101350,-1203
101351,-1027
101352,-1149
101353,-1474
101354,-1924
101355,-1883
101356,-1712
101357,-1732
101358,-1870
101359,-2495
101360,-2538
101361,-1929
101362,-1426
101363,-1067
101364,-1290
101365,-1617
101366,-1633
101367,-1807
101368,-1905
101369,-1805
101370,-2015
101371,-2312
101372,-2924
101373,-3556
101374,-3314
101375,-3047
101376,-2490
101377,-2171
101378,-2121
101379,-1785
101380,-1570
101381,-779
101382,-201
101383,-340
101384,-1104
101385,-2030
101386,-2140
101387,-1821
101388,-1454
101389,-1488
101390,-1571
101391,-1445
101392,-741
101393,-48
101394,202
101395,89
101396,-214
101397,-64
101398,240
101399,859
101400,1135
101401,1242
101402,1216
101403,1255
101404,1639
101405,2199
101406,2854
101407,2983
101408,2750
101409,2505
101410,2826
101411,3490
101412,3824
101413,3767
101414,3564
101415,3391
101416,3728
101417,4339
101418,4657
101419,4679
101420,4636
101421,4551
101422,4892
101423,5128
101424,5346
101425,5544
101426,5299
101427,5027
101428,4526
101429,4528
101430,4847
101431,5044
101432,4996
101433,4517
101434,4113
101435,4146
101436,4060
101437,3862
101438,3416
101439,2846
101440,2680
101441,2506
101442,2387
101443,1955
101444,1533
101445,1479
101446,1319
101447,1191
101448,716
101449,289
101450,41
101451,-228
101452,-240
101453,51
101454,155
101455,102
101456,-281
101457,-955
101458,-889
101459,-765
101460,-851
101461,-1174
101462,-2108
101463,-2542
101464,-2529
101465,-2540
101466,-2615
101467,-3057
101468,-3136
101469,-3039
101470,-2662
101471,-2096
101472,-1390
101473,-861
101474,-1139
101475,-1761
101476,-2006
101477,-1477
101478,-1081
101479,-1535
101480,-2530
101481,-3164
101482,-3116
101483,-2760
101484,-2796
101485,-2806
101486,-2745
101487,-2887
101488,-3106
101489,-3165
101490,-2636
101491,-2155
101492,-2032
101493,-2439
101494,-2995
101495,-2873
101496,-2490
101497,-2342
101498,-2344
101499,-2594
101500,-2531
101501,-2593
101502,-2641
101503,-2317
101504,-1912
101505,-1537
101506,-1568
101507,-1878
101508,-1559
101509,-1127
101510,-1040
101511,-1391
101512,-1813
101513,-1687
101514,-1035
101515,-467
101516,-626
101517,-634
101518,-596
101519,-99
101520,436
101521,453
101522,341
101523,23
101524,37
101525,118
101526,726
101527,1312
101528,1496
101529,1702
101530,1596
101531,1911
101532,2565
101533,3204
101534,3108
101535,2568
101536,1928
101537,1427
101538,1352
101539,1643
101540,1697
101541,1457
101542,1032
101543,902
101544,1236
101545,1499
101546,1625
101547,1035
101548,756
101549,760
101550,862
101551,1033
101552,629
101553,165
101554,-48
101555,76
101556,611
101557,1086
101558,1140
101559,780
101560,479
101561,299
101562,-32
101563,-590
101564,-1094
101565,-1613
101566,-1686
101567,-1379
101568,-1290
101569,-1049
101570,-1114
101571,-1291
101572,-1422
101573,-1595
101574,-1561
101575,-1729
101576,-2384
101577,-2854
101578,-3121
101579,-2947
101580,-2650
101581,-2644
101582,-2848
101583,-3411
101584,-3662
101585,-3350
101586,-2993
101587,-2828
101588,-2994
101589,-3829
101590,-4200
101591,-3759
101592,-3154
101593,-2863
101594,-3424
101595,-3935
101596,-3742
101597,-3200
101598,-2422
101599,-2516
101600,-2803
101601,-2838
101602,-2787
101603,-2141
101604,-1671
101605,-1349
101606,-1000
101607,-1179
101608,-891
101609,-349
101610,299
101611,590
101612,-100
101613,-603
101614,-530
101615,69
101616,556
101617,420
101618,404
101619,683
101620,1333
101621,1891
101622,2097
101623,2330
101624,2477
101625,2609
101626,2816
101627,3125
101628,3668
101629,4027
101630,3989
101631,4150
101632,4872
101633,5909
101634,6711
101635,6795
101636,6494
101637,6467
101638,6774
101639,7201
101640,7208
101641,7161
101642,7041
101643,7100
101644,7239
101645,7307
101646,7321
101647,7080
101648,6985
101649,6865
101650,7081
101651,7275
101652,7230
101653,6835
101654,6157
101655,5975
101656,5779
101657,5475
101658,5176
101659,5034
101660,4970
101661,4660
101662,3892
101663,3170
101664,2897
101665,2520
101666,1995
101667,1492
101668,1230
101669,1173
101670,623
101671,-14
101672,-403
101673,-362
101674,-167
101675,-258
101676,-670
101677,-1151
101678,-1427
101679,-1916
101680,-2157
101681,-2742
101682,-3157
101683,-3352
101684,-3376
101685,-3260
101686,-3371
101687,-3679
101688,-4053
101689,-4150
101690,-4120
101691,-3640
101692,-3250
101693,-3281
101694,-3786
101695,-4337
101696,-4384
101697,-3955
101698,-3531
101699,-3641
101700,-3805
101701,-4014
101702,-3929
101703,-3507
101704,-3472
101705,-3661
101706,-3810
101707,-3976
101708,-4182
101709,-4530
101710,-4651
101711,-4934
101712,-4943
101713,-5042
101714,-5036
101715,-4429
101716,-3972
101717,-3601
101718,-3776
101719,-3826
101720,-3434
101721,-2929
101722,-2790
101723,-3001
101724,-3222
101725,-3503
101726,-3783
101727,-4034
101728,-4108
101729,-3965
101730,-3471
101731,-3294
101732,-3045
101733,-2800
101734,-2462
101735,-2043
101736,-2217
101737,-2446
101738,-2397
101739,-1951
101740,-1291
101741,-1208
101742,-1341
101743,-1223
101744,-738
101745,-49
101746,501
101747,923
101748,1180
101749,1499
101750,1423
101751,1506
101752,1626
101753,1819
101754,1959
101755,1641
101756,1512
101757,1687
101758,1909
101759,2154
101760,2268
101761,2321
101762,2580
101763,2668
101764,2651
101765,2481
101766,2438
101767,2469
101768,2411
101769,2010
101770,1745
101771,1598
101772,1470
101773,1344
101774,1039
101775,742
101776,651
101777,891
101778,1201
101779,1297
101780,1036
101781,972
101782,666
101783,222
101784,95
101785,-265
101786,-267
101787,-151
101788,-318
101789,-85
101790,-383
101791,-662
101792,-596
101793,-716
101794,-689
101795,-937
101796,-972
101797,-869
101798,-1038
101799,-1287
101800,-1850
101801,-2163
101802,-2291
101803,-2378
101804,-2381
101805,-2385
101806,-2505
101807,-2470
101808,-2849
101809,-3212
101810,-3150
101811,-3358
101812,-3054
101813,-2889
101814,-2959
101815,-2913
101816,-2947
101817,-2738
101818,-2260
101819,-1775
101820,-1219
101821,-954
101822,-1191
101823,-1176
101824,-1236
101825,-1215
101826,-1296
101827,-1722
101828,-1592
101829,-1386
101830,-905
101831,-349
101832,-204
101833,-64
101834,10
101835,451
101836,1004
101837,1081
101838,990
101839,800
101840,792
101841,1042
101842,1079
101843,1128
101844,1578
101845,2081
101846,2537
101847,2786
101848,3137
101849,3979
101850,4487
101851,4509
101852,3910
101853,3555
101854,3965
101855,4395
101856,4506
101857,4030
101858,3926
101859,4524
101860,5527
101861,6071
101862,6126
101863,6023
101864,6004
101865,6144
101866,6044
101867,5994
101868,5988
101869,6028
101870,5993
101871,5802
101872,5645
101873,5954
101874,6101
101875,5813
101876,5423
101877,4944
101878,4881
101879,4714
101880,4038
101881,3551
101882,3057
101883,2594
101884,2131
101885,1506
101886,1355
101887,1537
101888,1392
101889,1197
101890,915
